time,seconds_elapsed,Acc z,Acc y,Acc x,time,seconds_elapsed,gyro_z,gyro_y,gyro_x
1.71507E+18,1.709467285,-0.273514271,-0.001474857,0.082012147,1.71507E+18,1.709467285,-0.075747289,-0.254807174,-0.225409269
1.71507E+18,1.719467529,-0.223275185,0.007256508,0.199574769,1.71507E+18,1.719467529,-0.072082102,-0.164399102,-0.298713118
1.71507E+18,1.729467285,-0.14293766,-0.033456326,0.235568091,1.71507E+18,1.729467285,-0.068416908,-0.103923447,-0.358577907
1.71507E+18,1.739467285,-0.038972855,-0.012188435,0.273520738,1.71507E+18,1.739467285,-0.059864793,-0.099647395,-0.399505883
1.71507E+18,1.749467285,0.095915794,0.085249424,0.325691283,1.71507E+18,1.749467285,-0.044593163,-0.12224941,-0.412944913
1.71507E+18,1.759467529,0.299759865,0.195685863,0.386932224,1.71507E+18,1.759467529,-0.021380283,-0.112475567,-0.39400807
1.71507E+18,1.769467285,0.483307838,0.220603943,0.526463866,1.71507E+18,1.769467285,0.008552114,-0.084986627,-0.342084527
1.71507E+18,1.779467529,0.542876244,0.147688866,0.754803479,1.71507E+18,1.779467529,0.034208454,-0.039782599,-0.26816985
1.71507E+18,1.789467285,0.438784599,0.061348438,0.848072469,1.71507E+18,1.789467285,0.039706241,0.004199699,-0.184481308
1.71507E+18,1.799467285,0.31980896,-0.015119076,0.754398823,1.71507E+18,1.799467285,0.032986723,0.051236324,-0.106901415
1.71507E+18,1.809467285,0.228554726,-0.023527145,0.592621744,1.71507E+18,1.809467285,0.026267206,0.079336122,-0.043982297
1.71507E+18,1.819467285,0.135588646,0.006101131,0.47632134,1.71507E+18,1.819467285,0.03481932,0.091553427,0.003054326
1.71507E+18,1.829467285,0.140691757,0.043899536,0.437089771,1.71507E+18,1.829467285,0.054977871,0.098883815,0.043371432
1.71507E+18,1.839467285,0.142990112,0.099965572,0.517194331,1.71507E+18,1.839467285,0.072082102,0.103770733,0.074525557
1.71507E+18,1.849467285,0.156406403,0.143906593,0.565598071,1.71507E+18,1.849467285,0.078190751,0.094607756,0.096516706
1.71507E+18,1.859467285,0.113461494,0.166884899,0.576832652,1.71507E+18,1.859467285,0.069027774,0.07811439,0.10751228
1.71507E+18,1.869467285,0.118972778,0.141047955,0.452918679,1.71507E+18,1.869467285,0.048869219,0.067118816,0.099571034
1.71507E+18,1.879467529,0.07858181,0.051262379,0.331594795,1.71507E+18,1.879467529,0.021991149,0.054290649,0.079412483
1.71507E+18,1.889467285,-0.094550133,-0.043941498,0.323394924,1.71507E+18,1.889467285,0.003665192,0.037186421,0.043982297
1.71507E+18,1.899467285,-0.152180672,-0.066744328,0.319872677,1.71507E+18,1.899467285,-0.009773844,0.015806139,-0.003665192
1.71507E+18,1.909467285,-0.025496483,-0.04247427,0.298875391,1.71507E+18,1.909467285,-0.018325957,-0.005574145,-0.059864793
1.71507E+18,1.919467285,0.239573479,-0.003941059,0.341432542,1.71507E+18,1.919467285,-0.018936822,-0.031230485,-0.098349303
1.71507E+18,1.929467285,0.349403381,0.059435844,0.379518509,1.71507E+18,1.929467285,-0.020158553,-0.05261077,-0.113620937
1.71507E+18,1.939467285,0.523066521,0.126551628,0.339184403,1.71507E+18,1.939467285,-0.024434609,-0.057497691,-0.122173049
1.71507E+18,1.949467285,0.557386398,0.148997307,0.253066629,1.71507E+18,1.949467285,-0.029321533,-0.026954429,-0.109955743
1.71507E+18,1.959467529,0.412741661,0.139376163,0.153372407,1.71507E+18,1.959467529,-0.039706241,0.034132097,-0.095294975
1.71507E+18,1.969467285,0.309595108,0.171578884,0.023995794,1.71507E+18,1.969467285,-0.047647487,0.065286227,-0.108123146
1.71507E+18,1.979467285,0.299262047,0.233469486,-0.154385984,1.71507E+18,1.979467285,-0.03481932,0.069562279,-0.122173049
1.71507E+18,1.989467285,0.463097572,0.243736744,-0.162290454,1.71507E+18,1.989467285,-0.010995574,0.042073343,-0.130114302
1.71507E+18,1.999467285,0.564302444,0.230714321,-0.106098905,1.71507E+18,1.999467285,0.008552114,0.003588833,-0.122173049
1.71507E+18,2.009467285,0.701822281,0.262522221,-0.0658198,1.71507E+18,2.009467285,0.015882496,-0.024510968,-0.098349303
1.71507E+18,2.019467285,0.888408661,0.285168648,-0.121514358,1.71507E+18,2.019467285,0.017104227,-0.043447789,-0.059864793
1.71507E+18,2.029467285,1.014656067,0.354895115,-0.071013778,1.71507E+18,2.029467285,0.021380283,-0.083764896,-0.01160644
1.71507E+18,2.039467285,0.932632446,0.370266914,-0.043246511,1.71507E+18,2.039467285,0.02687807,-0.150960073,0.03848451
1.71507E+18,2.049467285,0.762121201,0.273720741,0.148594096,1.71507E+18,2.049467285,0.023823744,-0.168064296,0.084910266
1.71507E+18,2.059467285,0.5532341,0.123038292,0.228993401,1.71507E+18,2.059467285,0.012217305,-0.141186222,0.113620937
1.71507E+18,2.069467285,0.317047119,-0.010835648,0.216448903,1.71507E+18,2.069467285,-0.002443461,-0.084986627,0.124616511
1.71507E+18,2.079466797,0.110089302,-0.121582031,0.084812373,1.71507E+18,2.079466797,-0.014049901,-0.034284811,0.124005646
1.71507E+18,2.08946582,-0.037621498,-0.192433357,0.041123088,1.71507E+18,2.08946582,-0.017104227,0.015806139,0.114842668
1.71507E+18,2.099464844,-0.0539608,-0.157109737,-0.036004577,1.71507E+18,2.099464844,-0.01282817,0.046960264,0.109955743
1.71507E+18,2.109464355,-0.133513451,-0.076019764,-0.041165538,1.71507E+18,2.109464355,0.00122173,0.036575556,0.102625363
1.71507E+18,2.119464111,-0.22647953,0.118852139,-0.05259813,1.71507E+18,2.119464111,0.013439035,-0.025121834,0.06963864
